Year,NOC,Sport,Bronze,Silver,Gold,Total Medals,Participants,Male Participants,Female Participants,Weighted Total
2008,UZB,Aquatics,0,0,0,0,7,5,2,0
2008,UZB,Athletics,0,0,0,0,12,6,6,0
2008,UZB,Boxing,1,0,0,1,7,7,0,2
2008,UZB,Canoeing,0,0,0,0,1,1,0,0
2008,UZB,Cycling,0,0,0,0,1,1,0,0
2008,UZB,Gymnastics,5,0,0,5,3,1,2,10
2008,UZB,Judo,1,1,0,2,8,6,2,5
2008,UZB,Rowing,0,0,0,0,1,1,0,0
2008,UZB,Shooting,0,0,0,0,2,1,1,0
2008,UZB,Taekwondo,0,0,0,0,3,2,1,0
2008,UZB,Tennis,0,0,0,0,1,0,1,0
2008,UZB,Weightlifting,0,0,0,0,2,2,0,0
2008,UZB,Wrestling,0,3,2,5,8,8,0,21
2008,VAN,Athletics,0,0,0,0,2,1,1,0
2008,VAN,Table Tennis,0,0,0,0,1,0,1,0
2008,VEN,Aquatics,0,0,0,0,14,10,4,0
2008,VEN,Archery,0,0,0,0,1,0,1,0
2008,VEN,Athletics,0,0,0,0,4,3,1,0
2008,VEN,Baseball and Softball,0,0,0,0,15,0,15,0
2008,VEN,Boxing,0,0,0,0,6,6,0,0
2008,VEN,Canoeing,0,2,0,2,3,2,1,6
2008,VEN,Cycling,0,0,0,0,4,2,2,0
2008,VEN,Equestrian,0,0,0,0,1,1,0,0
2008,VEN,Fencing,0,0,0,0,8,5,3,0
2008,VEN,Gymnastics,0,0,0,0,2,1,1,0
2008,VEN,Judo,0,0,0,0,7,5,2,0
2008,VEN,Rowing,0,0,0,0,1,1,0,0
2008,VEN,Sailing,0,0,0,0,3,3,0,0
2008,VEN,Shooting,0,0,0,0,1,0,1,0
2008,VEN,Table Tennis,0,0,0,0,1,0,1,0
2008,VEN,Taekwondo,2,0,0,2,4,2,2,4
2008,VEN,Tennis,0,0,0,0,1,0,1,0
2008,VEN,Volleyball,1,0,0,1,22,11,11,2
2008,VEN,Weightlifting,1,0,0,1,7,4,3,2
2008,VEN,Wrestling,0,0,0,0,3,1,2,0
2008,VIE,Aquatics,0,0,0,0,1,1,0,0
2008,VIE,Athletics,0,0,0,0,2,1,1,0
2008,VIE,Badminton,0,0,0,0,2,1,1,0
2008,VIE,Gymnastics,0,0,0,0,1,0,1,0
2008,VIE,Shooting,0,0,0,0,1,1,0,0
2008,VIE,Table Tennis,0,0,0,0,1,1,0,0
2008,VIE,Taekwondo,0,0,0,0,3,1,2,0
2008,VIE,Weightlifting,0,1,0,1,2,1,1,3
2008,VIN,Athletics,0,0,0,0,2,1,1,0
2008,YEM,Aquatics,0,0,0,0,1,1,0,0
2008,YEM,Athletics,0,0,0,0,2,1,1,0
2008,YEM,Gymnastics,0,0,0,0,1,1,0,0
2008,YEM,Judo,0,0,0,0,1,1,0,0
2008,ZAM,Aquatics,0,0,0,0,2,1,1,0
2008,ZAM,Athletics,0,0,0,0,2,1,1,0
2008,ZAM,Badminton,0,0,0,0,1,1,0,0
2008,ZAM,Boxing,0,0,0,0,3,3,0,0
2008,ZIM,Aquatics,4,11,7,22,2,0,2,83
2008,ZIM,Athletics,0,0,0,0,7,6,1,0
2008,ZIM,Cycling,0,0,0,0,1,1,0,0
2008,ZIM,Rowing,0,0,0,0,1,0,1,0
2008,ZIM,Tennis,0,0,0,0,1,0,1,0
2008,ZIM,Triathlon,0,0,0,0,1,1,0,0
2012,AFG,Athletics,0,0,0,0,2,1,1,0
2012,AFG,Boxing,0,0,0,0,1,1,0,0
2012,AFG,Judo,0,0,0,0,1,1,0,0
2012,AFG,Taekwondo,2,0,0,2,2,2,0,4
2012,ALB,Aquatics,0,0,0,0,2,1,1,0
2012,ALB,Athletics,0,0,0,0,1,1,0,0
2012,ALB,Judo,0,0,0,0,1,0,1,0
2012,ALB,Shooting,0,0,0,0,1,1,0,0
2012,ALB,Weightlifting,0,0,0,0,4,3,1,0
2012,ALG,Aquatics,0,0,0,0,1,1,0,0
2012,ALG,Athletics,0,0,1,1,6,5,1,6
2012,ALG,Boxing,0,0,0,0,8,8,0,0
2012,ALG,Cycling,0,0,0,0,1,1,0,0
2012,ALG,Fencing,0,0,0,0,2,0,2,0
2012,ALG,Judo,1,0,0,1,2,0,2,2
2012,ALG,Rowing,0,0,0,0,1,0,1,0
2012,ALG,Shooting,0,0,0,0,1,1,0,0
2012,ALG,Taekwondo,0,0,0,0,1,1,0,0
2012,ALG,Volleyball,0,0,0,0,11,0,11,0
2012,ALG,Weightlifting,0,0,0,0,1,1,0,0
2012,ALG,Wrestling,0,0,0,0,3,3,0,0
2012,AND,Aquatics,0,0,0,0,2,1,1,0
2012,AND,Athletics,0,0,0,0,2,1,1,0
2012,AND,Judo,0,0,0,0,1,1,0,0
2012,AND,Shooting,0,0,0,0,1,1,0,0
2012,ANG,Aquatics,0,0,0,0,2,1,1,0
2012,ANG,Athletics,0,0,0,0,2,1,1,0
2012,ANG,Basketball,0,0,0,0,12,0,12,0
2012,ANG,Canoeing,0,0,0,0,2,2,0,0
2012,ANG,Handball,0,0,0,0,14,0,14,0
2012,ANG,Judo,0,0,0,0,1,0,1,0
2012,ANT,Aquatics,0,0,0,0,1,0,1,0
2012,ANT,Athletics,0,0,0,0,3,2,1,0
2012,ARG,Aquatics,1,0,0,1,6,2,4,2
2012,ARG,Athletics,0,0,0,0,9,6,3,0
2012,ARG,Basketball,8,0,5,13,12,12,0,46
2012,ARG,Boxing,0,0,0,0,2,2,0,0
2012,ARG,Canoeing,0,0,0,0,3,3,0,0
2012,ARG,Cycling,0,0,1,1,4,4,0,6
2012,ARG,Equestrian,0,0,0,0,2,2,0,0
2012,ARG,Fencing,0,0,0,0,1,0,1,0
2012,ARG,Field hockey,5,16,0,21,31,16,15,58
2012,ARG,Gymnastics,0,0,0,0,2,1,1,0
2012,ARG,Handball,0,0,0,0,15,15,0,0
2012,ARG,Judo,1,0,0,1,4,3,1,2
2012,ARG,Rowing,0,0,0,0,10,5,5,0
2012,ARG,Sailing,3,0,0,3,8,4,4,6
2012,ARG,Shooting,0,0,0,0,2,2,0,0
2012,ARG,Table Tennis,0,0,0,0,1,1,0,0
2012,ARG,Taekwondo,0,0,1,1,2,1,1,6
2012,ARG,Tennis,3,0,0,3,7,5,2,6
2012,ARG,Triathlon,0,0,0,0,1,1,0,0
2012,ARG,Volleyball,0,0,0,0,14,12,2,0
2012,ARG,Wrestling,0,0,0,0,1,0,1,0
2012,ARM,Aquatics,0,0,0,0,2,1,1,0
2012,ARM,Athletics,0,0,0,0,4,3,1,0
2012,ARM,Boxing,0,0,0,0,1,1,0,0
2012,ARM,Gymnastics,0,0,0,0,1,1,0,0
2012,ARM,Judo,0,0,0,0,2,2,0,0
2012,ARM,Shooting,0,0,0,0,1,1,0,0
2012,ARM,Taekwondo,0,0,0,0,1,1,0,0
2012,ARM,Weightlifting,1,0,0,1,5,3,2,2
2012,ARM,Wrestling,2,1,0,3,7,7,0,7
2012,ARU,Aquatics,0,0,0,0,2,1,1,0
2012,ARU,Judo,0,0,0,0,1,1,0,0
2012,ARU,Weightlifting,0,0,0,0,1,1,0,0
2012,ASA,Aquatics,0,0,0,0,2,1,1,0
2012,ASA,Athletics,0,0,0,0,1,1,0,0
2012,ASA,Judo,0,0,0,0,1,1,0,0
2012,AUS,Aquatics,54,58,53,165,91,39,52,600
2012,AUS,Archery,0,0,0,0,2,1,1,0
2012,AUS,Athletics,3,6,2,11,50,32,18,36
2012,AUS,Badminton,0,0,0,0,5,2,3,0
2012,AUS,Basketball,12,13,0,25,24,12,12,63
2012,AUS,Boxing,0,0,0,0,11,10,1,0
2012,AUS,Canoeing,4,1,5,10,20,13,7,41
2012,AUS,Cycling,13,10,7,30,27,16,11,98
2012,AUS,Equestrian,0,6,6,12,12,6,6,54
2012,AUS,Field hockey,21,0,3,24,32,16,16,60
2012,AUS,Gymnastics,0,0,0,0,8,2,6,0
2012,AUS,Judo,0,1,0,1,6,5,1,3
2012,AUS,Modern Pentathlon,0,0,0,0,2,1,1,0
2012,AUS,Rowing,9,15,5,29,46,27,19,93
2012,AUS,Sailing,0,3,8,11,13,6,7,57
2012,AUS,Shooting,4,1,4,9,17,10,7,35
2012,AUS,Table Tennis,0,0,0,0,6,3,3,0
2012,AUS,Taekwondo,0,0,0,0,2,1,1,0
2012,AUS,Tennis,0,0,0,0,6,2,4,0
2012,AUS,Triathlon,2,0,0,2,6,3,3,4
2012,AUS,Volleyball,1,0,1,2,16,12,4,8
2012,AUS,Weightlifting,0,0,0,0,2,1,1,0
2012,AUS,Wrestling,0,0,0,0,1,1,0,0
2012,AUT,Aquatics,0,4,0,4,13,7,6,12
2012,AUT,Athletics,0,0,0,0,7,3,4,0
2012,AUT,Badminton,0,0,0,0,2,1,1,0
2012,AUT,Canoeing,0,0,0,0,4,1,3,0
2012,AUT,Cycling,0,0,0,0,5,4,1,0
2012,AUT,Equestrian,0,0,0,0,3,1,2,0
2012,AUT,Fencing,0,0,0,0,1,1,0,0
2012,AUT,Gymnastics,0,0,0,0,3,1,2,0
2012,AUT,Judo,0,1,0,1,3,1,2,3
2012,AUT,Modern Pentathlon,0,0,0,0,1,1,0,0
2012,AUT,Sailing,0,1,0,1,8,6,2,3
2012,AUT,Shooting,1,0,0,1,4,3,1,2
2012,AUT,Table Tennis,0,0,0,0,6,3,3,0
2012,AUT,Tennis,0,0,0,0,3,2,1,0
2012,AUT,Triathlon,0,0,0,0,2,1,1,0
2012,AUT,Volleyball,0,0,0,0,4,2,2,0
2012,AUT,Wrestling,0,0,0,0,1,1,0,0
2012,AZE,Aquatics,0,0,0,0,2,1,1,0
2012,AZE,Athletics,0,0,0,0,3,2,1,0
2012,AZE,Boxing,2,0,0,2,8,7,1,4
2012,AZE,Canoeing,0,0,0,0,3,3,0,0
2012,AZE,Cycling,0,0,0,0,1,0,1,0
2012,AZE,Equestrian,0,0,0,0,1,1,0,0
2012,AZE,Fencing,0,0,0,0,1,0,1,0
2012,AZE,Gymnastics,0,0,0,0,2,1,1,0
2012,AZE,Judo,0,0,1,1,8,6,2,6
2012,AZE,Rowing,0,0,0,0,2,1,1,0
2012,AZE,Shooting,2,0,0,2,1,0,1,4
2012,AZE,Taekwondo,0,0,0,0,2,1,1,0
2012,AZE,Weightlifting,1,0,0,1,5,4,1,2
2012,AZE,Wrestling,5,3,2,10,13,11,2,31
2012,BAH,Aquatics,0,0,0,0,1,0,1,0
2012,BAH,Athletics,5,9,7,21,20,12,8,79
2012,BAN,Aquatics,0,0,0,0,1,1,0,0
2012,BAN,Archery,0,0,0,0,1,1,0,0
2012,BAN,Athletics,0,0,0,0,1,1,0,0
2012,BAN,Gymnastics,0,0,0,0,1,1,0,0
2012,BAN,Shooting,0,0,0,0,1,0,1,0
2012,BAR,Aquatics,0,0,0,0,1,1,0,0
2012,BAR,Athletics,0,0,0,0,4,4,0,0
2012,BAR,Judo,0,0,0,0,1,1,0,0
2012,BDI,Aquatics,0,0,0,0,2,1,1,0
2012,BDI,Athletics,0,0,0,0,3,1,2,0
2012,BDI,Judo,0,0,0,0,1,0,1,0
2012,BEL,Aquatics,0,0,0,0,12,9,3,0
2012,BEL,Athletics,0,1,1,2,14,7,7,9
2012,BEL,Badminton,0,0,0,0,2,1,1,0
2012,BEL,Canoeing,0,0,0,0,4,4,0,0
2012,BEL,Cycling,0,0,0,0,16,12,4,0
2012,BEL,Equestrian,0,0,2,2,10,7,3,12
2012,BEL,Field hockey,0,0,0,0,32,16,16,0
2012,BEL,Gymnastics,0,0,0,0,2,1,1,0
2012,BEL,Judo,2,0,0,2,5,3,2,4
2012,BEL,Rowing,0,0,0,0,1,1,0,0
2012,BEL,Sailing,1,0,0,1,3,1,2,2
2012,BEL,Shooting,0,2,1,3,1,1,0,12
2012,BEL,Table Tennis,0,0,0,0,1,1,0,0
2012,BEL,Tennis,0,0,0,0,5,3,2,0
2012,BEL,Triathlon,0,0,0,0,2,1,1,0
2012,BEL,Weightlifting,0,0,0,0,1,1,0,0
2012,BEN,Aquatics,0,0,0,0,1,1,0,0
2012,BEN,Athletics,0,0,0,0,2,1,1,0
2012,BEN,Boxing,0,0,0,0,1,1,0,0
2012,BEN,Judo,0,0,0,0,1,1,0,0
2012,BER,Aquatics,0,0,0,0,1,1,0,0
2012,BER,Athletics,0,0,0,0,2,1,1,0
2012,BER,Equestrian,0,0,0,0,1,0,1,0
2012,BER,Sailing,0,0,0,0,2,2,0,0
2012,BER,Triathlon,0,0,0,0,2,1,1,0
2012,BHU,Archery,0,0,0,0,1,0,1,0
2012,BHU,Shooting,0,0,0,0,1,0,1,0
2012,BIH,Aquatics,0,0,0,0,2,1,1,0
2012,BIH,Athletics,0,0,0,0,2,1,1,0
2012,BIH,Judo,0,0,0,0,1,1,0,0
2012,BIH,Shooting,0,0,0,0,1,1,0,0
2012,BIZ,Athletics,0,0,0,0,2,1,1,0
2012,BIZ,Judo,0,0,0,0,1,1,0,0
2012,BLR,Aquatics,0,7,0,7,10,6,4,21
2012,BLR,Archery,0,0,0,0,1,0,1,0
2012,BLR,Athletics,1,1,2,4,44,14,30,17
2012,BLR,Badminton,0,0,0,0,1,0,1,0
2012,BLR,Boxing,0,0,0,0,3,3,0,0
2012,BLR,Canoeing,8,4,4,16,12,7,5,52
2012,BLR,Cycling,0,0,0,0,8,3,5,0
2012,BLR,Equestrian,0,0,0,0,2,1,1,0
2012,BLR,Fencing,0,0,0,0,4,4,0,0
2012,BLR,Football,0,0,0,0,16,16,0,0
2012,BLR,Gymnastics,4,6,0,10,12,2,10,26
2012,BLR,Judo,0,0,1,1,2,2,0,6
2012,BLR,Modern Pentathlon,0,0,0,0,4,2,2,0
2012,BLR,Rowing,2,1,2,5,5,4,1,19
2012,BLR,Sailing,0,0,0,0,2,1,1,0
2012,BLR,Shooting,2,0,3,5,9,8,1,22
2012,BLR,Table Tennis,0,0,0,0,3,1,2,0
2012,BLR,Tennis,2,0,3,5,3,2,1,22
2012,BLR,Weightlifting,3,2,0,5,8,4,4,12
2012,BLR,Wrestling,0,0,0,0,11,9,2,0
2012,BOL,Aquatics,0,0,0,0,2,1,1,0
2012,BOL,Athletics,0,0,0,0,2,1,1,0
2012,BOL,Shooting,0,0,0,0,1,1,0,0
2012,BOT,Athletics,0,1,0,1,3,2,1,3
2012,BOT,Boxing,0,0,0,0,1,1,0,0
2012,BRA,Aquatics,4,2,2,8,24,16,8,26
2012,BRA,Archery,0,0,0,0,1,1,0,0
2012,BRA,Athletics,4,0,1,5,30,15,15,14
2012,BRA,Basketball,1,0,0,1,23,12,11,2
2012,BRA,Boxing,2,1,0,3,10,7,3,7
2012,BRA,Canoeing,0,0,0,0,3,2,1,0
2012,BRA,Cycling,0,0,0,0,9,5,4,0
2012,BRA,Equestrian,8,0,2,10,9,8,1,28
2012,BRA,Fencing,0,0,0,0,3,3,0,0
2012,BRA,Football,5,37,1,43,34,18,16,127
2012,BRA,Gymnastics,0,0,1,1,8,3,5,6
2012,BRA,Handball,0,0,0,0,14,0,14,0
2012,BRA,Judo,6,1,1,8,14,7,7,21
2012,BRA,Modern Pentathlon,1,0,0,1,1,0,1,2
2012,BRA,Rowing,0,0,0,0,4,1,3,0
2012,BRA,Sailing,3,3,2,8,9,5,4,27
2012,BRA,Shooting,0,0,0,0,2,1,1,0
2012,BRA,Table Tennis,0,0,0,0,6,3,3,0
2012,BRA,Taekwondo,1,0,0,1,2,1,1,2
2012,BRA,Tennis,0,0,0,0,4,4,0,0
2012,BRA,Triathlon,0,0,0,0,3,2,1,0
2012,BRA,Volleyball,4,21,25,50,32,16,16,221
2012,BRA,Weightlifting,0,0,0,0,2,1,1,0
2012,BRA,Wrestling,0,0,0,0,1,0,1,0
2012,BRN,Aquatics,0,0,0,0,2,1,1,0
2012,BRN,Athletics,1,0,0,1,9,3,6,2
2012,BRN,Shooting,0,0,0,0,1,0,1,0
2012,BRU,Aquatics,0,0,0,0,1,1,0,0
2012,BRU,Athletics,0,0,0,0,2,1,1,0
2012,BUL,Aquatics,0,0,0,0,4,2,2,0
2012,BUL,Archery,0,0,0,0,1,1,0,0
2012,BUL,Athletics,0,1,0,1,8,2,6,3
2012,BUL,Badminton,0,0,0,0,1,0,1,0
2012,BUL,Boxing,1,0,0,1,4,3,1,2
2012,BUL,Canoeing,0,0,0,0,1,1,0,0
2012,BUL,Cycling,0,0,0,0,2,2,0,0
2012,BUL,Fencing,0,0,0,0,1,0,1,0
2012,BUL,Gymnastics,3,1,0,4,9,1,8,9
2012,BUL,Judo,0,0,0,0,1,1,0,0
2012,BUL,Sailing,0,0,0,0,2,1,1,0
2012,BUL,Shooting,6,0,4,10,4,1,3,36
2012,BUL,Tennis,0,0,0,0,2,1,1,0
2012,BUL,Volleyball,0,0,0,0,12,12,0,0
2012,BUL,Weightlifting,0,0,0,0,2,1,1,0
2012,BUL,Wrestling,2,2,0,4,9,8,1,10
2012,BUR,Aquatics,0,0,0,0,2,1,1,0
2012,BUR,Athletics,0,0,0,0,2,1,1,0
2012,BUR,Judo,0,0,0,0,1,0,1,0
2012,CAF,Aquatics,0,0,0,0,1,1,0,0
2012,CAF,Athletics,0,0,0,0,2,1,1,0
2012,CAF,Taekwondo,0,0,0,0,2,1,1,0
2012,CAF,Wrestling,0,0,0,0,1,0,1,0
2012,CAM,Aquatics,0,0,0,0,2,1,1,0
2012,CAM,Athletics,0,0,0,0,2,1,1,0
2012,CAM,Judo,0,0,0,0,1,1,0,0
2012,CAM,Taekwondo,0,0,0,0,1,0,1,0
2012,CAN,Aquatics,12,9,0,21,51,19,32,51
2012,CAN,Archery,0,0,0,0,2,1,1,0
2012,CAN,Athletics,2,0,0,2,42,23,19,4
2012,CAN,Badminton,0,0,0,0,4,1,3,0
2012,CAN,Basketball,0,0,0,0,12,0,12,0
2012,CAN,Boxing,0,0,0,0,3,2,1,0
2012,CAN,Canoeing,5,4,1,10,8,7,1,28
2012,CAN,Cycling,8,0,0,8,15,6,9,16
2012,CAN,Equestrian,2,6,2,10,12,4,8,34
2012,CAN,Fencing,0,0,0,0,5,2,3,0
2012,CAN,Football,18,0,0,18,18,0,18,36
2012,CAN,Gymnastics,1,3,1,5,15,2,13,17
2012,CAN,Judo,1,0,0,1,8,5,3,2
2012,CAN,Modern Pentathlon,0,0,0,0,2,0,2,0
2012,CAN,Rowing,1,22,5,28,30,19,11,98
2012,CAN,Sailing,0,0,0,0,11,9,2,0
2012,CAN,Shooting,0,0,0,0,2,1,1,0
2012,CAN,Table Tennis,0,0,0,0,4,3,1,0
2012,CAN,Taekwondo,0,1,0,1,3,2,1,3
2012,CAN,Tennis,0,0,1,1,5,3,2,6
2012,CAN,Triathlon,0,1,1,2,5,3,2,9
2012,CAN,Volleyball,0,0,0,0,4,2,2,0
2012,CAN,Weightlifting,1,0,0,1,3,0,3,2
2012,CAN,Wrestling,2,2,2,6,9,5,4,22
2012,CAY,Aquatics,0,0,0,0,2,2,0,0
2012,CAY,Athletics,0,0,0,0,2,2,0,0
2012,CGO,Aquatics,0,0,0,0,2,1,1,0
2012,CGO,Athletics,0,0,0,0,2,1,1,0
2012,CGO,Table Tennis,0,0,0,0,3,2,1,0
2012,CHA,Athletics,0,0,0,0,1,0,1,0
2012,CHA,Judo,0,0,0,0,1,0,1,0
2012,CHI,Aquatics,0,0,0,0,1,0,1,0
2012,CHI,Archery,0,0,0,0,1,0,1,0
2012,CHI,Athletics,0,0,0,0,8,4,4,0
2012,CHI,Cycling,0,0,0,0,3,2,1,0
2012,CHI,Equestrian,0,0,0,0,4,4,0,0
2012,CHI,Fencing,0,0,0,0,2,1,1,0
2012,CHI,Gymnastics,0,0,0,0,2,1,1,0
2012,CHI,Judo,0,0,0,0,1,1,0,0
2012,CHI,Modern Pentathlon,0,0,0,0,1,1,0,0
2012,CHI,Rowing,0,0,0,0,1,1,0,0
2012,CHI,Sailing,0,0,0,0,3,3,0,0
2012,CHI,Shooting,0,0,0,0,1,0,1,0
2012,CHI,Table Tennis,0,0,0,0,1,0,1,0
2012,CHI,Taekwondo,0,0,0,0,1,0,1,0
2012,CHI,Triathlon,0,0,0,0,2,1,1,0
2012,CHI,Weightlifting,0,0,0,0,2,1,1,0
2012,CHI,Wrestling,0,0,0,0,1,1,0,0
2012,CHN,Aquatics,36,36,37,109,81,28,53,402
2012,CHN,Archery,2,3,0,5,6,3,3,13
2012,CHN,Athletics,6,0,2,8,50,26,24,24
2012,CHN,Badminton,3,5,11,19,17,9,8,87
2012,CHN,Basketball,0,2,0,2,24,12,12,6
2012,CHN,Boxing,2,2,2,6,9,6,3,22
2012,CHN,Canoeing,0,0,0,0,18,11,7,0
2012,CHN,Cycling,7,5,0,12,12,4,8,29
2012,CHN,Fencing,4,2,10,16,16,9,7,74
2012,CHN,Field hockey,0,8,0,8,16,0,16,24
2012,CHN,Gymnastics,6,5,63,74,15,7,8,405
2012,CHN,Judo,1,1,2,4,8,1,7,17
2012,CHN,Modern Pentathlon,0,1,0,1,4,2,2,3
2012,CHN,Rowing,1,5,5,11,18,7,11,47
2012,CHN,Sailing,1,0,1,2,9,5,4,8
2012,CHN,Shooting,4,9,11,24,23,13,10,101
2012,CHN,Table Tennis,2,8,13,23,6,3,3,106
2012,CHN,Taekwondo,1,1,2,4,3,1,2,17
2012,CHN,Tennis,2,0,0,2,4,0,4,4
2012,CHN,Triathlon,0,0,0,0,2,1,1,0
2012,CHN,Volleyball,6,0,0,6,16,2,14,12
2012,CHN,Weightlifting,0,2,6,8,10,6,4,42
2012,CHN,Wrestling,0,1,1,2,7,4,3,9
2012,CIV,Aquatics,0,0,0,0,2,1,1,0
2012,CIV,Archery,0,0,0,0,1,1,0,0
2012,CIV,Athletics,0,0,0,0,3,1,2,0
2012,CIV,Judo,0,0,0,0,1,1,0,0
2012,CIV,Taekwondo,0,0,0,0,1,0,1,0
2012,CIV,Wrestling,0,0,0,0,1,0,1,0
2012,CMR,Aquatics,0,0,0,0,2,1,1,0
2012,CMR,Athletics,0,0,0,0,2,1,1,0
2012,CMR,Boxing,0,0,0,0,5,5,0,0
2012,CMR,Football,0,0,0,0,17,0,17,0
2012,CMR,Judo,0,0,0,0,1,1,0,0
2012,CMR,Rowing,0,0,0,0,1,1,0,0
2012,CMR,Table Tennis,0,0,0,0,1,0,1,0
2012,CMR,Weightlifting,0,0,0,0,2,1,1,0
2012,CMR,Wrestling,0,0,0,0,1,0,1,0
2012,COD,Athletics,0,0,0,0,2,1,1,0
2012,COD,Boxing,0,0,0,0,1,1,0,0
2012,COD,Judo,0,0,0,0,1,1,0,0
2012,COK,Aquatics,0,0,0,0,2,1,1,0
2012,COK,Athletics,0,0,0,0,2,1,1,0
2012,COK,Canoeing,0,0,0,0,2,1,1,0
2012,COK,Sailing,0,0,0,0,1,0,1,0
2012,COK,Weightlifting,0,0,0,0,1,0,1,0
2012,COL,Aquatics,0,0,0,0,5,4,1,0
2012,COL,Archery,0,0,0,0,2,1,1,0
2012,COL,Athletics,0,1,0,1,29,10,19,3
2012,COL,Boxing,0,0,0,0,3,3,0,0
2012,COL,Cycling,2,1,1,4,17,12,5,13
2012,COL,Equestrian,0,0,0,0,2,2,0,0
2012,COL,Fencing,0,0,0,0,1,0,1,0
2012,COL,Football,0,0,0,0,17,0,17,0
2012,COL,Gymnastics,0,0,0,0,2,1,1,0
2012,COL,Judo,1,0,0,1,2,0,2,2
2012,COL,Sailing,0,0,0,0,2,2,0,0
2012,COL,Shooting,0,0,0,0,1,1,0,0
2012,COL,Table Tennis,0,0,0,0,1,0,1,0
2012,COL,Taekwondo,1,0,0,1,1,1,0,2
2012,COL,Tennis,0,2,0,2,4,3,1,6
2012,COL,Triathlon,0,0,0,0,1,1,0,0
2012,COL,Weightlifting,0,1,0,1,8,4,4,3
2012,COL,Wrestling,2,0,0,2,3,0,3,4
2012,COM,Aquatics,0,0,0,0,1,0,1,0
2012,COM,Athletics,0,0,0,0,2,1,1,0
2012,CPV,Athletics,0,0,0,0,2,1,1,0
2012,CPV,Judo,0,0,0,0,1,0,1,0
2012,CRC,Aquatics,0,0,0,0,2,1,1,0
2012,CRC,Athletics,0,0,0,0,4,2,2,0
2012,CRC,Cycling,0,0,0,0,2,2,0,0
2012,CRC,Judo,0,0,0,0,1,1,0,0
2012,CRC,Taekwondo,0,0,0,0,1,1,0,0
2012,CRC,Triathlon,0,0,0,0,1,1,0,0
2012,CRO,Aquatics,0,1,13,14,17,14,3,81
2012,CRO,Athletics,0,0,1,1,9,5,4,6
2012,CRO,Basketball,0,0,0,0,12,0,12,0
2012,CRO,Canoeing,0,0,0,0,1,1,0,0
2012,CRO,Cycling,0,0,0,0,2,2,0,0
2012,CRO,Fencing,0,0,0,0,1,1,0,0
2012,CRO,Gymnastics,0,1,0,1,2,1,1,3
2012,CRO,Handball,15,0,6,21,29,15,14,66
2012,CRO,Judo,0,0,0,0,2,1,1,0
2012,CRO,Rowing,0,4,0,4,5,5,0,12
2012,CRO,Sailing,0,0,0,0,12,9,3,0
2012,CRO,Shooting,2,0,1,3,5,4,1,10
2012,CRO,Table Tennis,0,1,0,1,4,2,2,3
2012,CRO,Taekwondo,1,0,0,1,2,0,2,2
2012,CRO,Tennis,0,0,0,0,2,2,0,0
2012,CRO,Wrestling,0,0,0,0,2,2,0,0
2012,CUB,Aquatics,0,0,0,0,5,4,1,0
2012,CUB,Archery,0,0,0,0,1,1,0,0
2012,CUB,Athletics,2,4,1,7,46,23,23,22
2012,CUB,Boxing,5,0,2,7,8,8,0,22
2012,CUB,Canoeing,0,0,0,0,6,3,3,0
2012,CUB,Cycling,0,0,0,0,4,1,3,0
2012,CUB,Judo,3,3,1,7,9,3,6,21
2012,CUB,Rowing,0,0,0,0,6,3,3,0
2012,CUB,Shooting,2,0,1,3,4,2,2,10
2012,CUB,Table Tennis,0,0,0,0,1,1,0,0
2012,CUB,Taekwondo,1,0,0,1,3,1,2,2
2012,CUB,Weightlifting,1,0,0,1,4,4,0,2
2012,CUB,Wrestling,1,0,2,3,12,11,1,14
2012,CYP,Aquatics,0,0,0,0,1,0,1,0
2012,CYP,Athletics,0,0,0,0,4,3,1,0
2012,CYP,Cycling,0,0,0,0,1,1,0,0
2012,CYP,Gymnastics,0,0,0,0,1,0,1,0
2012,CYP,Sailing,0,1,0,1,2,2,0,3
2012,CYP,Shooting,0,0,0,0,3,2,1,0
2012,CYP,Tennis,0,0,0,0,1,1,0,0
2012,CZE,Aquatics,0,0,0,0,9,2,7,0
2012,CZE,Athletics,4,1,3,8,31,14,17,29
2012,CZE,Badminton,0,0,0,0,2,1,1,0
2012,CZE,Basketball,0,0,0,0,12,0,12,0
2012,CZE,Boxing,0,0,0,0,1,1,0,0
2012,CZE,Canoeing,6,4,2,12,11,10,1,36
2012,CZE,Cycling,0,0,1,1,10,7,3,6
2012,CZE,Gymnastics,0,0,0,0,3,1,2,0
2012,CZE,Judo,0,0,0,0,3,3,0,0
2012,CZE,Modern Pentathlon,0,0,1,1,3,2,1,6
2012,CZE,Rowing,0,2,1,3,12,9,3,12
2012,CZE,Sailing,0,0,0,0,4,3,1,0
2012,CZE,Shooting,3,4,3,10,10,7,3,36
2012,CZE,Table Tennis,0,0,0,0,2,0,2,0
2012,CZE,Tennis,0,2,0,2,8,2,6,6
2012,CZE,Triathlon,0,0,0,0,4,2,2,0
2012,CZE,Volleyball,0,0,0,0,6,2,4,0
2012,CZE,Weightlifting,0,0,0,0,1,1,0,0
2012,CZE,Wrestling,0,0,0,0,1,1,0,0
2012,DEN,Aquatics,3,0,0,3,10,5,5,6
2012,DEN,Archery,0,0,0,0,3,0,3,0
2012,DEN,Athletics,0,0,0,0,6,3,3,0
2012,DEN,Badminton,3,2,0,5,9,6,3,12
