,Unnamed: 0,Rank,NOC,Gold,Silver,Bronze,Total,Year,Country Code,Is_Host,Ex-Host,Host Continent,Team Size,Participated Events,Total Events,Total Male Participants,Total Female Participants
2781,2181,0.0,San Marino,0.0,0.0,0.0,0.0,1992,SMR,0,0,0,20.0,15,257.0,16.0,1.0
2782,2292,0.0,San Marino,0.0,0.0,0.0,0.0,1996,SMR,0,0,0,7.0,7,271.0,6.0,1.0
2783,2402,0.0,San Marino,0.0,0.0,0.0,0.0,2000,SMR,0,0,0,4.0,4,300.0,3.0,1.0
2784,2528,0.0,San Marino,0.0,0.0,0.0,0.0,2004,SMR,0,0,1,5.0,5,301.0,4.0,1.0
2785,2684,0.0,San Marino,0.0,0.0,0.0,0.0,2008,SMR,0,0,0,4.0,4,302.0,2.0,2.0
2786,2833,0.0,San Marino,0.0,0.0,0.0,0.0,2012,SMR,0,0,0,4.0,4,302.0,1.0,3.0
2787,2972,0.0,San Marino,0.0,0.0,0.0,0.0,2016,SMR,0,0,0,4.0,3,306.0,2.0,2.0
2788,1320,72.0,San Marino,0.0,1.0,2.0,3.0,2020,SMR,0,0,0,8.0,7,339.0,3.0,2.0
2789,3162,0.0,San Marino,0.0,0.0,0.0,0.0,2024,SMR,0,0,1,5.0,5,329.0,2.0,3.0
2790,3368,,San Marino,,,,,2028,SMR,0,0,0,6.0,6,334.0,2.0,2.0
2791,1986,0.0,Solomon Islands,0.0,0.0,0.0,0.0,1984,SOL,0,0,0,3.0,3,221.0,3.0,0.0
2792,2106,0.0,Solomon Islands,0.0,0.0,0.0,0.0,1988,SOL,0,0,1,5.0,5,237.0,4.0,0.0
2793,2190,0.0,Solomon Islands,0.0,0.0,0.0,0.0,1992,SOL,0,0,0,1.0,1,257.0,1.0,0.0
2794,2295,0.0,Solomon Islands,0.0,0.0,0.0,0.0,1996,SOL,0,0,0,4.0,4,271.0,3.0,1.0
2795,2472,0.0,Solomon Islands,0.0,0.0,0.0,0.0,2000,SOL,0,0,0,2.0,2,300.0,1.0,1.0
2796,2608,0.0,Solomon Islands,0.0,0.0,0.0,0.0,2004,SOL,0,0,0,2.0,2,301.0,1.0,1.0
2797,2711,0.0,Solomon Islands,0.0,0.0,0.0,0.0,2008,SOL,0,0,1,3.0,3,302.0,1.0,2.0
2798,2842,0.0,Solomon Islands,0.0,0.0,0.0,0.0,2012,SOL,0,0,0,4.0,4,302.0,2.0,2.0
2799,2948,0.0,Solomon Islands,0.0,0.0,0.0,0.0,2016,SOL,0,0,0,3.0,3,306.0,1.0,2.0
2800,3066,0.0,Solomon Islands,0.0,0.0,0.0,0.0,2020,SOL,0,0,1,3.0,3,339.0,1.0,2.0
2801,3155,0.0,Solomon Islands,0.0,0.0,0.0,0.0,2024,SOL,0,0,0,2.0,2,329.0,0.0,2.0
2802,3361,,Solomon Islands,,,,,2028,SOL,0,0,0,2.0,2,334.0,0.0,2.0
2803,1784,0.0,Somalia,0.0,0.0,0.0,0.0,1972,SOM,0,0,0,4.0,4,195.0,3.0,0.0
2804,1961,0.0,Somalia,0.0,0.0,0.0,0.0,1984,SOM,0,0,0,9.0,6,221.0,7.0,0.0
2805,2061,0.0,Somalia,0.0,0.0,0.0,0.0,1988,SOM,0,0,0,5.0,4,237.0,5.0,0.0
2806,2268,0.0,Somalia,0.0,0.0,0.0,0.0,1996,SOM,0,0,0,4.0,4,271.0,4.0,0.0
2807,2381,0.0,Somalia,0.0,0.0,0.0,0.0,2000,SOM,0,0,0,2.0,2,300.0,1.0,1.0
2808,2501,0.0,Somalia,0.0,0.0,0.0,0.0,2004,SOM,0,0,0,2.0,2,301.0,1.0,1.0
2809,2717,0.0,Somalia,0.0,0.0,0.0,0.0,2008,SOM,0,0,0,2.0,2,302.0,1.0,1.0
2810,2826,0.0,Somalia,0.0,0.0,0.0,0.0,2012,SOM,0,0,0,2.0,2,302.0,1.0,1.0
2811,2971,0.0,Somalia,0.0,0.0,0.0,0.0,2016,SOM,0,0,0,2.0,2,306.0,1.0,1.0
2812,3008,0.0,Somalia,0.0,0.0,0.0,0.0,2020,SOM,0,0,0,2.0,2,339.0,1.0,1.0
2813,3167,0.0,Somalia,0.0,0.0,0.0,0.0,2024,SOM,0,0,0,1.0,1,329.0,1.0,0.0
2814,3373,,Somalia,,,,,2028,SOM,0,0,0,1.0,1,334.0,1.0,0.0
2815,1459,0.0,Serbia,0.0,0.0,0.0,0.0,1912,SRB,0,0,1,2.0,2,102.0,2.0,0.0
2816,1055,64.0,Serbia,0.0,1.0,2.0,3.0,2008,SRB,0,0,0,97.0,42,302.0,63.0,24.0
2817,1118,42.0,Serbia,1.0,1.0,2.0,4.0,2012,SRB,0,0,0,134.0,55,302.0,80.0,36.0
2818,1193,32.0,Serbia,2.0,4.0,2.0,8.0,2016,SRB,0,0,0,127.0,56,306.0,58.0,45.0
2819,1275,28.0,Serbia,3.0,1.0,5.0,9.0,2020,SRB,0,0,0,110.0,47,339.0,43.0,44.0
2820,1367,27.0,Serbia,3.0,1.0,1.0,5.0,2024,SRB,0,0,1,135.0,47,329.0,70.0,44.0
2821,3228,,Serbia,,,,,2028,SRB,0,0,0,122.0,47,334.0,56.0,44.0
2822,248,28.0,Ceylon,0.0,1.0,0.0,1.0,1948,SRI,0,0,0,10.0,9,136.0,7.0,0.0
2823,1577,0.0,Ceylon,0.0,0.0,0.0,0.0,1952,SRI,0,0,0,7.0,7,149.0,5.0,0.0
2824,1609,0.0,Ceylon,0.0,0.0,0.0,0.0,1956,SRI,0,0,0,3.0,3,151.0,3.0,0.0
2825,1650,0.0,Ceylon,0.0,0.0,0.0,0.0,1960,SRI,0,0,0,5.0,5,150.0,5.0,0.0
2826,1689,0.0,Ceylon,0.0,0.0,0.0,0.0,1964,SRI,0,0,1,7.0,6,163.0,6.0,0.0
2827,1772,0.0,Ceylon,0.0,0.0,0.0,0.0,1968,SRI,0,0,0,3.0,3,172.0,3.0,0.0
2828,1842,0.0,Ceylon,0.0,0.0,0.0,0.0,1972,SRI,0,0,0,6.0,6,195.0,4.0,0.0
2829,1939,0.0,Ceylon,0.0,0.0,0.0,0.0,1980,SRI,0,0,0,4.0,1,203.0,4.0,0.0
2830,2006,0.0,Ceylon,0.0,0.0,0.0,0.0,1984,SRI,0,0,0,6.0,5,221.0,4.0,0.0
2831,2114,0.0,Ceylon,0.0,0.0,0.0,0.0,1988,SRI,0,0,1,9.0,9,237.0,4.0,2.0
2832,2180,0.0,Ceylon,0.0,0.0,0.0,0.0,1992,SRI,0,0,0,16.0,16,257.0,5.0,6.0
2833,2325,0.0,Ceylon,0.0,0.0,0.0,0.0,1996,SRI,0,0,0,11.0,9,271.0,5.0,4.0
2834,899,64.0,Sri Lanka,0.0,1.0,0.0,1.0,2000,SRI,0,0,0,24.0,16,300.0,9.0,9.0
2835,2575,0.0,Ceylon,0.0,0.0,0.0,0.0,2004,SRI,0,0,0,8.0,8,301.0,4.0,3.0
2836,2719,0.0,Ceylon,0.0,0.0,0.0,0.0,2008,SRI,0,0,1,9.0,9,302.0,4.0,4.0
2837,2813,0.0,Ceylon,0.0,0.0,0.0,0.0,2012,SRI,0,0,0,8.0,8,302.0,4.0,3.0
2838,2856,0.0,Ceylon,0.0,0.0,0.0,0.0,2016,SRI,0,0,0,10.0,10,306.0,7.0,2.0
2839,2979,0.0,Ceylon,0.0,0.0,0.0,0.0,2020,SRI,0,0,1,13.0,13,339.0,4.0,5.0
2840,3185,0.0,Ceylon,0.0,0.0,0.0,0.0,2024,SRI,0,0,0,6.0,6,329.0,3.0,3.0
2841,3391,,Ceylon,,,,,2028,SRI,0,0,0,9.0,9,334.0,3.0,4.0
2842,2951,0.0,South Sudan,0.0,0.0,0.0,0.0,2016,SSD,0,0,0,3.0,3,306.0,2.0,1.0
2843,3074,0.0,South Sudan,0.0,0.0,0.0,0.0,2020,SSD,0,0,0,2.0,2,339.0,1.0,1.0
2844,3200,0.0,South Sudan,0.0,0.0,0.0,0.0,2024,SSD,0,0,0,14.0,3,329.0,13.0,1.0
2845,3406,,South Sudan,,,,,2028,SSD,0,0,0,8.0,2,334.0,7.0,1.0
2846,2306,0.0,Sao Tome and Principe,0.0,0.0,0.0,0.0,1996,STP,0,0,0,2.0,2,271.0,1.0,1.0
2847,2468,0.0,Sao Tome and Principe,0.0,0.0,0.0,0.0,2000,STP,0,0,0,2.0,2,300.0,1.0,1.0
2848,2579,0.0,Sao Tome and Principe,0.0,0.0,0.0,0.0,2004,STP,0,0,0,2.0,2,301.0,1.0,1.0
2849,2679,0.0,Sao Tome and Principe,0.0,0.0,0.0,0.0,2008,STP,0,0,0,4.0,4,302.0,2.0,1.0
2850,2815,0.0,Sao Tome and Principe,0.0,0.0,0.0,0.0,2012,STP,0,0,0,2.0,2,302.0,1.0,1.0
2851,2922,0.0,Sao Tome and Principe,0.0,0.0,0.0,0.0,2016,STP,0,0,0,3.0,3,306.0,2.0,1.0
2852,3053,0.0,Sao Tome and Principe,0.0,0.0,0.0,0.0,2020,STP,0,0,0,5.0,3,339.0,2.0,1.0
2853,3111,0.0,Sao Tome and Principe,0.0,0.0,0.0,0.0,2024,STP,0,0,0,3.0,3,329.0,1.0,2.0
2854,3317,,Sao Tome and Principe,,,,,2028,STP,0,0,0,4.0,3,334.0,1.0,1.0
2855,1618,0.0,Sudan,0.0,0.0,0.0,0.0,1960,SUD,0,0,0,13.0,10,150.0,10.0,0.0
2856,1711,0.0,Sudan,0.0,0.0,0.0,0.0,1968,SUD,0,0,0,7.0,7,172.0,5.0,0.0
2857,1779,0.0,Sudan,0.0,0.0,0.0,0.0,1972,SUD,0,0,0,31.0,15,195.0,26.0,0.0
2858,1970,0.0,Sudan,0.0,0.0,0.0,0.0,1984,SUD,0,0,0,9.0,9,221.0,7.0,0.0
2859,2085,0.0,Sudan,0.0,0.0,0.0,0.0,1988,SUD,0,0,0,8.0,8,237.0,8.0,0.0
2860,2230,0.0,Sudan,0.0,0.0,0.0,0.0,1992,SUD,0,0,0,7.0,7,257.0,6.0,0.0
2861,2267,0.0,Sudan,0.0,0.0,0.0,0.0,1996,SUD,0,0,0,4.0,4,271.0,4.0,0.0
2862,2374,0.0,Sudan,0.0,0.0,0.0,0.0,2000,SUD,0,0,0,3.0,3,300.0,2.0,1.0
2863,2498,0.0,Sudan,0.0,0.0,0.0,0.0,2004,SUD,0,0,0,4.0,4,301.0,3.0,1.0
2864,1067,72.0,Sudan,0.0,1.0,0.0,1.0,2008,SUD,0,0,0,9.0,8,302.0,5.0,4.0
2865,2757,0.0,Sudan,0.0,0.0,0.0,0.0,2012,SUD,0,0,0,6.0,5,302.0,4.0,2.0
2866,2880,0.0,Sudan,0.0,0.0,0.0,0.0,2016,SUD,0,0,0,6.0,6,306.0,4.0,2.0
2867,2975,0.0,Sudan,0.0,0.0,0.0,0.0,2020,SUD,0,0,0,5.0,5,339.0,3.0,2.0
2868,3156,0.0,Sudan,0.0,0.0,0.0,0.0,2024,SUD,0,0,0,4.0,4,329.0,3.0,1.0
2869,3362,,Sudan,,,,,2028,SUD,0,0,0,4.0,4,334.0,3.0,1.0
2870,9,10.0,Switzerland,1.0,2.0,0.0,3.0,1896,SUI,0,0,0,8.0,5,43.0,3.0,0.0
2871,14,6.0,Switzerland,6.0,2.0,1.0,9.0,1900,SUI,0,0,0,52.0,14,97.0,17.0,1.0
2872,38,10.0,Switzerland,1.0,0.0,2.0,3.0,1904,SUI,0,0,0,7.0,4,95.0,3.0,0.0
2873,1450,0.0,Switzerland,0.0,0.0,0.0,0.0,1908,SUI,0,0,1,1.0,1,110.0,1.0,0.0
2874,1455,0.0,Switzerland,0.0,0.0,0.0,0.0,1912,SUI,0,0,0,7.0,3,102.0,7.0,0.0
2875,91,13.0,Switzerland,2.0,2.0,7.0,11.0,1920,SUI,0,0,0,126.0,45,156.0,77.0,0.0
2876,106,6.0,Switzerland,7.0,8.0,10.0,25.0,1924,SUI,0,0,0,262.0,74,126.0,136.0,5.0
2877,133,6.0,Switzerland,7.0,4.0,4.0,15.0,1928,SUI,0,0,0,236.0,70,109.0,132.0,1.0
2878,184,22.0,Switzerland,0.0,1.0,0.0,1.0,1932,SUI,0,0,0,9.0,9,117.0,7.0,0.0
2879,199,11.0,Switzerland,4.0,9.0,5.0,18.0,1936,SUI,0,0,0,328.0,102,129.0,186.0,6.0
2880,229,9.0,Switzerland,5.0,10.0,5.0,20.0,1948,SUI,0,0,1,287.0,98,136.0,179.0,8.0
2881,268,11.0,Switzerland,2.0,6.0,6.0,14.0,1952,SUI,0,0,0,251.0,96,149.0,148.0,9.0
2882,337,35.0,Switzerland,0.0,0.0,1.0,1.0,1956,SUI,0,0,0,18.0,6,151.0,9.0,0.0
2883,362,24.0,Switzerland,0.0,3.0,3.0,6.0,1960,SUI,0,0,0,221.0,90,150.0,147.0,2.0
2884,405,22.0,Switzerland,1.0,2.0,1.0,4.0,1964,SUI,0,0,0,129.0,51,163.0,65.0,1.0
2885,456,33.0,Switzerland,0.0,1.0,4.0,5.0,1968,SUI,0,0,1,155.0,68,172.0,81.0,4.0
2886,493,26.0,Switzerland,0.0,3.0,0.0,3.0,1972,SUI,0,0,0,265.0,116,195.0,122.0,29.0
2887,535,20.0,Switzerland,1.0,1.0,2.0,4.0,1976,SUI,0,0,0,101.0,41,198.0,47.0,3.0
2888,575,19.0,Switzerland,2.0,0.0,0.0,2.0,1980,SUI,0,0,0,86.0,45,203.0,67.0,6.0
2889,618,26.0,Switzerland,0.0,4.0,4.0,8.0,1984,SUI,0,0,0,245.0,91,221.0,102.0,27.0
2890,672,33.0,Switzerland,0.0,2.0,2.0,4.0,1988,SUI,0,0,0,151.0,83,237.0,72.0,27.0
2891,728,37.0,Switzerland,1.0,0.0,0.0,1.0,1992,SUI,0,0,1,171.0,80,257.0,73.0,29.0
2892,773,18.0,Switzerland,4.0,3.0,0.0,7.0,1996,SUI,0,0,0,172.0,83,271.0,72.0,43.0
2893,871,37.0,Switzerland,1.0,6.0,2.0,9.0,2000,SUI,0,0,0,138.0,82,300.0,64.0,38.0
2894,961,46.0,Switzerland,1.0,1.0,3.0,5.0,2004,SUI,0,0,0,138.0,83,301.0,59.0,39.0
2895,1022,34.0,Switzerland,2.0,1.0,4.0,7.0,2008,SUI,0,0,0,116.0,75,302.0,47.0,36.0
2896,1108,33.0,Switzerland,2.0,2.0,0.0,4.0,2012,SUI,0,0,1,126.0,71,302.0,70.0,28.0
2897,1184,23.0,Switzerland,3.0,2.0,2.0,7.0,2016,SUI,0,0,0,152.0,80,306.0,57.0,45.0
2898,1271,24.0,Switzerland,3.0,4.0,6.0,13.0,2020,SUI,0,0,0,196.0,96,339.0,59.0,57.0
2899,1388,48.0,Switzerland,1.0,2.0,5.0,8.0,2024,SUI,0,0,0,218.0,94,329.0,71.0,66.0
2900,3249,,Switzerland,,,,,2028,SUI,0,0,0,207.0,95,334.0,65.0,61.0
2901,1777,0.0,Suriname,0.0,0.0,0.0,0.0,1968,SUR,0,0,0,1.0,1,172.0,1.0,0.0
2902,1826,0.0,Suriname,0.0,0.0,0.0,0.0,1972,SUR,0,0,0,3.0,3,195.0,2.0,0.0
2903,1878,0.0,Suriname,0.0,0.0,0.0,0.0,1976,SUR,0,0,0,4.0,4,198.0,3.0,0.0
2904,2024,0.0,Suriname,0.0,0.0,0.0,0.0,1984,SUR,0,0,0,7.0,7,221.0,5.0,0.0
2905,670,29.0,Suriname,1.0,0.0,0.0,1.0,1988,SUR,0,0,0,10.0,10,237.0,4.0,2.0
2906,754,54.0,Suriname,0.0,0.0,1.0,1.0,1992,SUR,0,0,0,9.0,7,257.0,5.0,1.0
2907,2269,0.0,Suriname,0.0,0.0,0.0,0.0,1996,SUR,0,0,0,11.0,11,271.0,5.0,2.0
2908,2380,0.0,Suriname,0.0,0.0,0.0,0.0,2000,SUR,0,0,0,5.0,5,300.0,2.0,2.0
2909,2580,0.0,Suriname,0.0,0.0,0.0,0.0,2004,SUR,0,0,0,4.0,4,301.0,2.0,2.0
2910,2729,0.0,Suriname,0.0,0.0,0.0,0.0,2008,SUR,0,0,0,4.0,4,302.0,2.0,2.0
2911,2850,0.0,Suriname,0.0,0.0,0.0,0.0,2012,SUR,0,0,0,5.0,5,302.0,3.0,2.0
2912,2964,0.0,Suriname,0.0,0.0,0.0,0.0,2016,SUR,0,0,1,6.0,6,306.0,4.0,2.0
2913,3086,0.0,Suriname,0.0,0.0,0.0,0.0,2020,SUR,0,0,0,5.0,5,339.0,3.0,0.0
2914,3109,0.0,Suriname,0.0,0.0,0.0,0.0,2024,SUR,0,0,0,6.0,6,329.0,4.0,1.0
2915,3315,,Suriname,,,,,2028,SUR,0,0,0,5.0,5,334.0,3.0,0.0
2916,799,43.0,Slovakia,1.0,1.0,1.0,3.0,1996,SVK,0,0,0,98.0,69,271.0,58.0,13.0
2917,873,39.0,Slovakia,1.0,3.0,1.0,5.0,2000,SVK,0,0,0,132.0,63,300.0,81.0,27.0
2918,944,29.0,Slovakia,2.0,2.0,2.0,6.0,2004,SVK,0,0,1,84.0,59,301.0,48.0,16.0
2919,1014,26.0,Slovakia,3.0,3.0,0.0,6.0,2008,SVK,0,0,0,67.0,54,302.0,35.0,22.0
2920,1138,63.0,Slovakia,0.0,1.0,3.0,4.0,2012,SVK,0,0,0,65.0,52,302.0,26.0,21.0
2921,1198,37.0,Slovakia,2.0,2.0,0.0,4.0,2016,SVK,0,0,0,63.0,49,306.0,32.0,19.0
2922,1298,50.0,Slovakia,1.0,2.0,1.0,4.0,2020,SVK,0,0,0,56.0,42,339.0,27.0,14.0
2923,1430,84.0,Slovakia,0.0,0.0,1.0,1.0,2024,SVK,0,0,1,38.0,31,329.0,14.0,14.0
2924,3291,,Slovakia,,,,,2028,SVK,0,0,0,47.0,36,334.0,20.0,14.0
2925,1433,0.0,Sweden,0.0,0.0,0.0,0.0,1896,SWE,0,0,1,5.0,5,43.0,2.0,0.0
2926,29,21.0,Sweden,0.0,0.0,1.0,1.0,1900,SWE,0,0,1,27.0,16,97.0,13.0,0.0
2927,44,3.0,Sweden,8.0,6.0,11.0,25.0,1908,SWE,0,0,0,276.0,67,110.0,165.0,3.0
2928,62,2.0,Sweden,23.0,25.0,17.0,65.0,1912,SWE,1,1,1,714.0,95,102.0,425.0,23.0
2929,80,2.0,Sweden,19.0,20.0,25.0,64.0,1920,SWE,0,1,1,404.0,100,156.0,246.0,13.0
2930,108,8.0,Sweden,4.0,13.0,12.0,29.0,1924,SWE,0,1,1,256.0,84,126.0,146.0,13.0
2931,131,4.0,Sweden,7.0,6.0,12.0,25.0,1928,SWE,0,1,1,139.0,66,109.0,87.0,13.0
2932,164,4.0,Sweden,10.0,5.0,9.0,24.0,1932,SWE,0,1,0,128.0,51,117.0,80.0,3.0
2933,195,7.0,Sweden,6.0,5.0,10.0,21.0,1936,SWE,0,1,1,231.0,84,129.0,164.0,8.0
2934,222,2.0,Sweden,16.0,11.0,17.0,44.0,1948,SWE,0,1,0,223.0,100,136.0,162.0,19.0
2935,261,4.0,Sweden,12.0,13.0,10.0,35.0,1952,SWE,0,1,1,355.0,124,149.0,183.0,23.0
2936,306,6.0,Sweden,8.0,5.0,6.0,19.0,1956,SWE,0,1,0,186.0,80,151.0,83.0,14.0
2937,354,16.0,Sweden,1.0,2.0,3.0,6.0,1960,SWE,0,1,1,258.0,100,150.0,114.0,19.0
2938,399,17.0,Sweden,2.0,2.0,4.0,8.0,1964,SWE,0,1,0,175.0,72,163.0,76.0,18.0
2939,443,20.0,Sweden,2.0,1.0,1.0,4.0,1968,SWE,0,1,0,186.0,95,172.0,86.0,14.0
2940,478,11.0,Sweden,4.0,6.0,6.0,16.0,1972,SWE,0,1,1,186.0,90,195.0,104.0,27.0
2941,527,12.0,Sweden,4.0,1.0,0.0,5.0,1976,SWE,0,1,0,163.0,90,198.0,99.0,17.0
2942,567,11.0,Sweden,3.0,3.0,6.0,12.0,1980,SWE,0,1,1,201.0,102,203.0,122.0,23.0
2943,608,16.0,Sweden,2.0,11.0,6.0,19.0,1984,SWE,0,1,0,254.0,138,221.0,131.0,43.0
2944,671,32.0,Sweden,0.0,4.0,7.0,11.0,1988,SWE,0,1,0,251.0,113,237.0,148.0,37.0
2945,718,27.0,Sweden,1.0,7.0,4.0,12.0,1992,SWE,0,1,0,252.0,121,257.0,143.0,44.0
2946,784,29.0,Sweden,2.0,4.0,2.0,8.0,1996,SWE,0,1,0,233.0,109,271.0,111.0,66.0
2947,852,18.0,Sweden,4.0,5.0,3.0,12.0,2000,SWE,0,1,0,198.0,92,300.0,98.0,52.0
2948,933,19.0,Sweden,4.0,2.0,1.0,7.0,2004,SWE,0,1,1,157.0,79,301.0,62.0,53.0
2949,1044,56.0,Sweden,0.0,4.0,1.0,5.0,2008,SWE,0,1,0,169.0,81,302.0,50.0,73.0
2950,1112,37.0,Sweden,1.0,4.0,3.0,8.0,2012,SWE,0,1,0,168.0,81,302.0,55.0,78.0
2951,1189,28.0,Sweden,2.0,6.0,3.0,11.0,2016,SWE,0,1,0,186.0,79,306.0,64.0,86.0
2952,1270,23.0,Sweden,3.0,6.0,0.0,9.0,2020,SWE,0,1,0,173.0,77,339.0,57.0,79.0
2953,1356,16.0,Sweden,4.0,4.0,3.0,11.0,2024,SWE,0,1,1,173.0,81,329.0,59.0,66.0
2954,3217,,Sweden,,,,,2028,SWE,0,1,0,173.0,79,334.0,58.0,72.0
2955,1847,0.0,Eswatini,0.0,0.0,0.0,0.0,1972,SWZ,0,0,0,4.0,4,195.0,2.0,0.0
2956,2031,0.0,Eswatini,0.0,0.0,0.0,0.0,1984,SWZ,0,0,0,11.0,11,221.0,8.0,0.0
2957,2132,0.0,Eswatini,0.0,0.0,0.0,0.0,1988,SWZ,0,0,0,15.0,11,237.0,11.0,0.0
2958,2229,0.0,Eswatini,0.0,0.0,0.0,0.0,1992,SWZ,0,0,0,10.0,10,257.0,6.0,0.0
2959,2366,0.0,Eswatini,0.0,0.0,0.0,0.0,1996,SWZ,0,0,0,6.0,5,271.0,5.0,1.0
2960,2429,0.0,Eswatini,0.0,0.0,0.0,0.0,2000,SWZ,0,0,0,6.0,6,300.0,4.0,2.0
2961,2590,0.0,Eswatini,0.0,0.0,0.0,0.0,2004,SWZ,0,0,0,3.0,3,301.0,2.0,1.0
2962,2704,0.0,Eswatini,0.0,0.0,0.0,0.0,2008,SWZ,0,0,0,4.0,4,302.0,2.0,2.0
2963,2835,0.0,Eswatini,0.0,0.0,0.0,0.0,2012,SWZ,0,0,0,3.0,3,302.0,2.0,1.0
2964,2970,0.0,Eswatini,0.0,0.0,0.0,0.0,2016,SWZ,0,0,0,2.0,2,306.0,1.0,1.0
2965,3060,0.0,Eswatini,0.0,0.0,0.0,0.0,2020,SWZ,0,0,0,4.0,4,339.0,3.0,1.0
2966,3122,0.0,Eswatini,0.0,0.0,0.0,0.0,2024,SWZ,0,0,0,3.0,3,329.0,2.0,1.0
2967,3328,,Eswatini,,,,,2028,SWZ,0,0,0,3.0,3,334.0,2.0,1.0
2968,1556,0.0,Syria,0.0,0.0,0.0,0.0,1948,SYR,0,0,0,1.0,1,136.0,1.0,0.0
2969,1742,0.0,Syria,0.0,0.0,0.0,0.0,1968,SYR,0,0,0,2.0,2,172.0,2.0,0.0
2970,1840,0.0,Syria,0.0,0.0,0.0,0.0,1972,SYR,0,0,0,5.0,4,195.0,4.0,1.0
2971,1906,0.0,Syria,0.0,0.0,0.0,0.0,1980,SYR,0,0,0,71.0,55,203.0,65.0,2.0
2972,630,33.0,Syria,0.0,1.0,0.0,1.0,1984,SYR,0,0,0,9.0,9,221.0,9.0,0.0
2973,2069,0.0,Syria,0.0,0.0,0.0,0.0,1988,SYR,0,0,1,13.0,13,237.0,13.0,0.0
2974,2167,0.0,Syria,0.0,0.0,0.0,0.0,1992,SYR,0,0,0,9.0,9,257.0,7.0,1.0
2975,808,49.0,Syria,1.0,0.0,0.0,1.0,1996,SYR,0,0,0,8.0,8,271.0,6.0,1.0
2976,2376,0.0,Syria,0.0,0.0,0.0,0.0,2000,SYR,0,0,0,8.0,7,300.0,6.0,2.0
2977,987,71.0,Syria,0.0,0.0,1.0,1.0,2004,SYR,0,0,0,6.0,6,301.0,5.0,1.0
2978,2638,0.0,Syria,0.0,0.0,0.0,0.0,2008,SYR,0,0,1,7.0,7,302.0,6.0,1.0
2979,2787,0.0,Syria,0.0,0.0,0.0,0.0,2012,SYR,0,0,0,10.0,10,302.0,6.0,4.0
2980,2886,0.0,Syria,0.0,0.0,0.0,0.0,2016,SYR,0,0,0,7.0,7,306.0,4.0,3.0
2981,1340,86.0,Syria,0.0,0.0,1.0,1.0,2020,SYR,0,0,1,6.0,6,339.0,5.0,1.0
2982,3199,0.0,Syria,0.0,0.0,0.0,0.0,2024,SYR,0,0,0,10.0,10,329.0,5.0,1.0
2983,3405,,Syria,,,,,2028,SYR,0,0,0,8.0,8,334.0,5.0,1.0
2984,1661,0.0,Tanzania,0.0,0.0,0.0,0.0,1964,TAN,0,0,0,4.0,4,163.0,4.0,0.0
2985,1756,0.0,Tanzania,0.0,0.0,0.0,0.0,1968,TAN,0,0,0,5.0,5,172.0,4.0,0.0
2986,1781,0.0,Tanzania,0.0,0.0,0.0,0.0,1972,TAN,0,0,0,22.0,16,195.0,15.0,0.0
2987,584,28.0,Tanzania,0.0,2.0,0.0,2.0,1980,TAN,0,0,0,48.0,22,203.0,36.0,5.0
2988,1978,0.0,Tanzania,0.0,0.0,0.0,0.0,1984,TAN,0,0,0,21.0,14,221.0,16.0,2.0
2989,2067,0.0,Tanzania,0.0,0.0,0.0,0.0,1988,TAN,0,0,0,10.0,9,237.0,10.0,0.0
2990,2210,0.0,Tanzania,0.0,0.0,0.0,0.0,1992,TAN,0,0,0,9.0,7,257.0,9.0,0.0
2991,2358,0.0,Tanzania,0.0,0.0,0.0,0.0,1996,TAN,0,0,0,7.0,5,271.0,6.0,1.0
2992,2424,0.0,Tanzania,0.0,0.0,0.0,0.0,2000,TAN,0,0,0,4.0,2,300.0,3.0,1.0
2993,2550,0.0,Tanzania,0.0,0.0,0.0,0.0,2004,TAN,0,0,0,9.0,6,301.0,6.0,2.0
2994,2672,0.0,Tanzania,0.0,0.0,0.0,0.0,2008,TAN,0,0,0,9.0,6,302.0,7.0,2.0
2995,2832,0.0,Tanzania,0.0,0.0,0.0,0.0,2012,TAN,0,0,0,6.0,5,302.0,4.0,2.0
2996,2953,0.0,Tanzania,0.0,0.0,0.0,0.0,2016,TAN,0,0,0,7.0,5,306.0,5.0,2.0
2997,3069,0.0,Tanzania,0.0,0.0,0.0,0.0,2020,TAN,0,0,0,3.0,2,339.0,2.0,1.0
2998,3160,0.0,Tanzania,0.0,0.0,0.0,0.0,2024,TAN,0,0,0,7.0,5,329.0,4.0,3.0
2999,3366,,Tanzania,,,,,2028,TAN,0,0,0,5.0,3,334.0,3.0,2.0
3000,99,21.0,Czechoslovakia,0.0,0.0,2.0,2.0,1920,TCH,0,0,0,182.0,53,156.0,119.0,1.0
3001,115,15.0,Czechoslovakia,1.0,4.0,5.0,10.0,1924,TCH,0,0,0,242.0,75,126.0,129.0,4.0
3002,141,14.0,Czechoslovakia,2.0,5.0,2.0,9.0,1928,TCH,0,0,0,147.0,51,109.0,68.0,1.0
3003,177,17.0,Czechoslovakia,1.0,3.0,2.0,6.0,1932,TCH,0,0,0,44.0,15,117.0,25.0,0.0
3004,201,13.0,Czechoslovakia,3.0,5.0,1.0,9.0,1936,TCH,0,0,0,293.0,102,129.0,176.0,14.0
3005,228,8.0,Czechoslovakia,6.0,2.0,3.0,11.0,1948,TCH,0,0,0,153.0,57,136.0,73.0,14.0
